iter	RMSE
166	0.002114488094
167	0.00208931633
168	0.002055465006
169	0.002030018731
170	0.002004427587
171	0.001981300746
172	0.001958098149
173	0.001927527317
174	0.001905336089
175	0.001888515204
176	0.001864867501
177	0.001836980518
178	0.0018183213
179	0.001790770645
180	0.001773816084
181	0.001762040484
182	0.001724564371
183	0.001687307227
184	0.001646062661
185	0.001627289446
186	0.001587631737
187	0.00157395639
188	0.001542653052
189	0.001506381815
190	0.001472540124
191	0.001439148832
192	0.001407395897
193	0.001377162707
194	0.001349067076
195	0.001318442006
196	0.001289729279
197	0.001263129825
198	0.001248549414
199	0.001217840288
200	0.001194329597
201	0.00117034811
202	0.001145843409
203	0.001132729239
204	0.001120168477
205	0.001088007285
206	0.001062410358
207	0.00103554745
208	0.001014784636
209	0.0009998028055
210	0.0009807203406
211	0.0009666894995
212	0.0009515944342
213	0.0009388510464
214	0.0009221021317
215	0.0009115422591
216	0.0008869625698
217	0.0008638863572
218	0.0008530087109
219	0.0008430726426
220	0.0008265737168
221	0.0008176216381
222	0.0007979890863
223	0.000789223234
224	0.0007685615644
225	0.0007536222213
226	0.0007451308733
227	0.0007394554303
228	0.0007255590294
229	0.000721300841
230	0.000706152284
231	0.0006986571443
232	0.0006843563144
233	0.0006803884484
234	0.0006667826636
235	0.0006566849373
236	0.0006431321972
237	0.0006353661723
238	0.000619680598
239	0.0006066548825
240	0.0006002303216
241	0.000594071727
242	0.0005907141863
243	0.0005844175035
244	0.0005708437894
245	0.0005582468455
246	0.0005498308872
247	0.0005380391295
248	0.000532101875
249	0.0005186782967
250	0.000511448367
251	0.0005057617291
252	0.0005003336375
253	0.0004933350969
254	0.0004907967914
255	0.0004813828814
256	0.0004690319781
257	0.0004590999493
258	0.0004507652383
259	0.0004414214719
260	0.0004304391276
261	0.0004198081392
262	0.0004118024998
263	0.0004065693343
264	0.0003996710749
265	0.0003916879019
266	0.000384622495
267	0.0003797697008
268	0.0003733731596
269	0.0003644419805
270	0.0003573793267
271	0.0003527219005
272	0.0003431498731
273	0.0003388575574
274	0.0003343318763
275	0.0003300333754
276	0.0003248757498
277	0.0003210410048
278	0.0003173706129
279	0.0003116329748
280	0.0003065026301
281	0.0003036933211
282	0.0003004110632
283	0.0002967842248
284	0.0002933397607
285	0.0002883444203
286	0.0002829754929
287	0.0002792777151
288	0.0002747679685
289	0.0002734231214
290	0.0002699400211
291	0.0002634797659
292	0.0002584994932
293	0.000255651666
294	0.0002510438491
295	0.0002467202566
296	0.0002435699745
297	0.0002388822237
298	0.0002353299353
299	0.000232590268
300	0.0002299675027
301	0.0002256541501
302	0.0002222283836
303	0.0002190825546
304	0.0002160771086
305	0.000211298615
306	0.0002086854106
307	0.0002057550134
308	0.0002030012241
309	0.0002003704376
310	0.0001975803211
311	0.0001954062352
312	0.0001902584218
313	0.0001859773567
314	0.0001843584656
315	0.0001804108423
316	0.0001781882897
317	0.0001742970144
318	0.0001733676741
319	0.0001719257624
320	0.0001696475202
321	0.0001655194003
322	0.0001635329818
323	0.0001614425866
324	0.0001592949996
325	0.0001574348147
326	0.0001561085968
327	0.0001543000344
328	0.000152335249
329	0.0001505129229
330	0.0001487789917
331	0.0001459489387
332	0.0001419187877
333	0.0001395532784
334	0.0001373557472
335	0.0001352631727
336	0.000132931242
337	0.0001313448367
338	0.0001298277107
339	0.0001276030097
340	0.0001261524916
341	0.0001240279926
342	0.0001226662301
343	0.0001200501104
344	0.0001172657841
345	0.0001146939879
346	0.000112130498
347	0.0001096816699
348	0.0001073530308
349	0.000106102802
350	0.0001055230557
351	0.0001041216532
352	0.0001025884598
353	0.0001020399314
354	0.0001005730765
355	0.0001000447114
356	9.860833201e-05
357	9.720751885e-05
358	9.609260944e-05
359	9.516158446e-05
360	9.380858883e-05
361	9.266035982e-05
362	9.147050756e-05
363	9.034785017e-05
364	8.927301677e-05
365	8.830367838e-05
366	8.747532123e-05
367	8.64257291e-05
368	8.542114606e-05
369	8.411280791e-05
370	8.308997761e-05
371	8.212699529e-05
372	8.113790186e-05
373	8.0100099e-05
374	7.915818248e-05
375	7.825371489e-05
376	7.662780986e-05
377	7.576376746e-05
378	7.492305997e-05
379	7.395595856e-05
380	7.311393103e-05
381	7.24373853e-05
382	7.151310211e-05
383	7.056615791e-05
384	6.966270638e-05
385	6.852163782e-05
386	6.762398035e-05
387	6.676289913e-05
388	6.519513927e-05
389	6.438063979e-05
390	6.37030641e-05
391	6.208034312e-05
392	6.152002156e-05
393	6.074853669e-05
394	6.01269506e-05
395	5.917609493e-05
396	5.804470531e-05
397	5.745217322e-05
398	5.566632978e-05
399	5.480102646e-05
400	5.342819289e-05
401	5.293153662e-05
402	5.230311955e-05
403	5.169900748e-05
404	5.113151999e-05
405	5.054485483e-05
406	4.999569229e-05
407	4.888853399e-05
408	4.803730523e-05
409	4.750844117e-05
410	4.698565812e-05
411	4.622075162e-05
412	4.563226121e-05
413	4.510570085e-05
414	4.454232436e-05
415	4.403504442e-05
416	4.354744331e-05
417	4.300650398e-05
418	4.25366881e-05
419	4.183060387e-05
420	4.070795917e-05
421	3.967908032e-05
422	3.925357636e-05
423	3.818781407e-05
424	3.772884301e-05
425	3.719303172e-05
426	3.628091431e-05
427	3.566862979e-05
428	3.524548417e-05
429	3.433926131e-05
430	3.418685058e-05
431	3.383932627e-05
432	3.349133805e-05
433	3.299641992e-05
434	3.251576443e-05
435	3.209270111e-05
436	3.172314084e-05
437	3.127898187e-05
438	3.092310137e-05
439	3.052987897e-05
440	3.018733349e-05
441	2.985970416e-05
442	2.931417207e-05
443	2.899787686e-05
444	2.848993805e-05
445	2.805204086e-05
446	2.758589832e-05
447	2.74442348e-05
448	2.702170761e-05
449	2.672524782e-05
450	2.623791502e-05
451	2.59503783e-05
452	2.54902672e-05
453	2.485042682e-05
454	2.457531162e-05
455	2.43109365e-05
456	2.364589123e-05
457	2.339476424e-05
458	2.280202406e-05
459	2.256241906e-05
460	2.246183124e-05
461	2.192562893e-05
462	2.169573732e-05
463	2.159897781e-05
464	2.152133491e-05
465	2.130096308e-05
466	2.09244989e-05
467	2.085164669e-05
468	2.051001553e-05
469	2.028325432e-05
470	2.006539479e-05
471	1.985546146e-05
472	1.955353527e-05
473	1.935119071e-05
474	1.902923831e-05
475	1.877146244e-05
476	1.8526045e-05
477	1.832965274e-05
478	1.806432488e-05
479	1.774385517e-05
480	1.744623633e-05
481	1.719914706e-05
482	1.701590716e-05
483	1.670615303e-05
484	1.648877968e-05
485	1.629313151e-05
486	1.60837321e-05
487	1.591158815e-05
488	1.571042917e-05
489	1.552425088e-05
490	1.525149527e-05
491	1.507495321e-05
492	1.483625423e-05
493	1.45913847e-05
494	1.438276306e-05
495	1.42408152e-05
496	1.410456912e-05
497	1.391845251e-05
498	1.372180426e-05
499	1.359026757e-05
